pid_x,pid_y,pid_z,front_left_speed,front_right_speed,back_left_speed,back_right_speed,orientation_x,orientation_y,orientation_z,acceleration_x,acceleration_y,acceleration_z,accel_rejected,mag_rejected,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z
-16.2814,0,0,21.2814,21.2814,5,5,27.1357,9.63958,-13.5887,-0.132054,0.0168973,-0.0397072,0,0,3.64,0.385,-0.455,-0.004758,-0.420168,-0.930372,-0.05306,0.2506,0.33726
-16.2796,0,0,21.2796,21.2796,5,5,27.1326,9.64315,-13.5918,-0.13005,0.0177003,-0.0400612,0,0,3.64,0.3675,-0.595,-0.002684,-0.419314,-0.930738,-0.05306,0.2506,0.33726
-16.2793,0,0,21.2793,21.2793,5,5,27.1322,9.64146,-13.5917,-0.133544,0.0167192,-0.0372257,0,0,3.745,0.385,-0.5425,-0.006222,-0.42029,-0.927932,-0.05306,0.2506,0.33726
-16.2804,0,0,21.2804,21.2804,5,5,27.134,9.63984,-13.5914,-0.132787,0.0147951,-0.036621,0,0,3.9375,0.2275,-0.42,-0.00549,-0.422242,-0.927322,-0.05306,0.2506,0.33726
-16.2793,0,0,21.2793,21.2793,5,5,27.1321,9.63947,-13.5922,-0.132781,0.0179416,-0.0385722,0,0,3.8675,0.2975,-0.455,-0.00549,-0.41907,-0.929274,-0.05306,0.2506,0.33726
-16.2791,0,0,21.2791,21.2791,5,5,27.1319,9.63867,-13.592,-0.133131,0.0165965,-0.0372162,0,0,3.815,0.63,-0.49,-0.005856,-0.420412,-0.927932,-0.05306,0.2506,0.33726
-16.2794,0,0,21.2794,21.2794,5,5,27.1323,9.64082,-13.5905,-0.13086,0.0163557,-0.0363644,0,0,3.955,0.6825,-0.4725,-0.003538,-0.420656,-0.927078,-0.0532,0.24948,0.3402
-16.2806,0,0,21.2806,21.2806,5,5,27.1343,9.64,-13.5873,-0.132547,0.0141893,-0.0372387,0,0,3.885,0.5775,-0.5075,-0.005246,-0.422852,-0.927932,-0.0532,0.24948,0.3402
-16.2797,0,0,21.2797,21.2797,5,5,27.1328,9.63802,-13.5845,-0.133971,0.0173429,-0.0394342,0,0,3.8675,0.3675,-0.49,-0.00671,-0.41968,-0.930128,-0.0532,0.24948,0.3402
-16.2808,0,0,21.2808,21.2808,5,5,27.1346,9.63433,-13.5803,-0.134393,0.01469,-0.035628,0,0,3.605,0.2975,-0.56,-0.007198,-0.422364,-0.926346,-0.0532,0.24948,0.3402
-16.2806,0,0,21.2806,21.2806,5,5,27.1343,9.63377,-13.5781,-0.132318,0.015541,-0.0380832,0,0,3.5175,0.21,-0.5425,-0.005124,-0.42151,-0.928786,-0.0532,0.24948,0.3402
-16.2798,0,0,21.2798,21.2798,5,5,27.1329,9.63428,-13.5768,-0.131841,0.0172288,-0.0377048,0,0,3.6925,0.175,-0.56,-0.004636,-0.419802,-0.92842,-0.0532,0.24948,0.3402
-16.28,0,0,21.28,21.28,5,5,27.1334,9.63178,-13.5736,-0.133499,0.0141855,-0.0397917,0,0,3.57,0.1575,-0.49,-0.006344,-0.422852,-0.930494,-0.0532,0.24948,0.3402
-16.2795,0,0,21.2795,21.2795,5,5,27.1325,9.62876,-13.57,-0.134419,0.0158855,-0.0396539,0,0,3.57,0.315,-0.4725,-0.00732,-0.421144,-0.930372,-0.0532,0.24948,0.3402
-16.2787,0,0,21.2787,21.2787,5,5,27.1311,9.62772,-13.5748,-0.133915,0.0159887,-0.0401325,0,0,3.64,0.5075,-0.525,-0.006832,-0.421022,-0.93086,-0.04984,0.25284,0.33824
-16.278,0,0,21.278,21.278,5,5,27.1301,9.63184,-13.5821,-0.129977,0.0156002,-0.0397658,0,0,3.7275,0.5425,-0.455,-0.002806,-0.421388,-0.930494,-0.04984,0.25284,0.33824
-16.278,0,0,21.278,21.278,5,5,27.13,9.63076,-13.5863,-0.133603,0.0152344,-0.0384102,0,0,3.57,0.5075,-0.385,-0.006466,-0.421754,-0.929152,-0.04984,0.25284,0.33824
-16.2783,0,0,21.2783,21.2783,5,5,27.1304,9.63087,-13.5915,-0.13239,0.0135308,-0.0411186,0,0,3.71,0.35,-0.455,-0.005246,-0.423462,-0.931836,-0.04984,0.25284,0.33824
-16.2768,0,0,21.2768,21.2768,5,5,27.128,9.63243,-13.5983,-0.131809,0.0174003,-0.0398745,0,0,3.8325,0.0875,-0.49,-0.004636,-0.419558,-0.930616,-0.04984,0.25284,0.33824
-16.2746,0,0,21.2746,21.2746,5,5,27.1244,9.63212,-13.6037,-0.133869,0.0194209,-0.0392302,0,0,3.7975,0.385,-0.35,-0.00671,-0.417484,-0.930006,-0.04984,0.25284,0.33824
-16.2733,0,0,21.2733,21.2733,5,5,27.1221,9.63114,-13.608,-0.134095,0.0175557,-0.03921,0,0,3.605,0.5425,-0.245,-0.006954,-0.419314,-0.930006,-0.04984,0.25284,0.33824
-16.2724,0,0,21.2724,21.2724,5,5,27.1207,9.62873,-13.6115,-0.134783,0.0163155,-0.0394382,0,0,3.465,0.42,-0.2625,-0.007686,-0.420534,-0.93025,-0.04984,0.25284,0.33824
-16.2726,0,0,21.2726,21.2726,5,5,27.1209,9.63003,-13.614,-0.130796,0.0150967,-0.0379684,0,0,3.5875,0.35,-0.2275,-0.00366,-0.421754,-0.928786,-0.05516,0.2527,0.33782
-16.2707,0,0,21.2707,21.2707,5,5,27.1178,9.62366,-13.613,-0.137368,0.0172555,-0.0432141,0,0,3.5525,0.385,-0.2975,-0.01037,-0.419558,-0.934032,-0.05516,0.2527,0.33782
-16.2716,0,0,21.2716,21.2716,5,5,27.1193,9.61801,-13.6119,-0.135813,0.0148438,-0.0373098,0,0,3.71,0.2625,-0.35,-0.008906,-0.421998,-0.928176,-0.05516,0.2527,0.33782
-16.2716,0,0,21.2716,21.2716,5,5,27.1193,9.61258,-13.6113,-0.13572,0.0152164,-0.040123,0,0,3.675,0.105,-0.2975,-0.008906,-0.421632,-0.930982,-0.05516,0.2527,0.33782
-16.2712,0,0,21.2712,21.2712,5,5,27.1186,9.6069,-13.6104,-0.136108,0.0163131,-0.0399802,0,0,3.815,0.14,-0.175,-0.009394,-0.420534,-0.93086,-0.05516,0.2527,0.33782
-16.2712,0,0,21.2712,21.2712,5,5,27.1186,9.60256,-13.6102,-0.135061,0.016075,-0.0383708,0,0,3.7975,0.14,-0.3325,-0.008418,-0.420778,-0.929274,-0.05516,0.2527,0.33782
-16.2712,0,0,21.2712,21.2712,5,5,27.1186,9.60083,-13.6111,-0.133209,0.0155879,-0.0386118,0,0,3.6925,0.245,-0.4025,-0.006588,-0.421266,-0.929518,-0.05516,0.2527,0.33782
-16.2729,0,0,21.2729,21.2729,5,5,27.1214,9.59701,-13.6106,-0.133994,0.014293,-0.0346898,0,0,3.71,0.07,-0.35,-0.007442,-0.422608,-0.925614,-0.05516,0.2527,0.33782
-16.2725,0,0,21.2725,21.2725,5,5,27.1209,9.59475,-13.6036,-0.133226,0.0166078,-0.0378762,0,0,3.675,0.1225,-0.4025,-0.00671,-0.42029,-0.928786,-0.0567,0.24822,0.33852
-16.2715,0,0,21.2715,21.2715,5,5,27.1191,9.59114,-13.5961,-0.1345,0.017319,-0.0398205,0,0,3.745,0.14,-0.3675,-0.008052,-0.419558,-0.930738,-0.0567,0.24822,0.33852
-16.2709,0,0,21.2709,21.2709,5,5,27.1181,9.58744,-13.5884,-0.134436,0.0174305,-0.037344,0,0,3.64,0.1225,-0.385,-0.008052,-0.419436,-0.928298,-0.0567,0.24822,0.33852
-16.2686,0,0,21.2686,21.2686,5,5,27.1143,9.58528,-13.5821,-0.133792,0.0185955,-0.0408737,0,0,3.5,0.105,-0.4375,-0.007442,-0.418216,-0.931836,-0.0567,0.24822,0.33852
-16.2684,0,0,21.2684,21.2684,5,5,27.114,9.58443,-13.5757,-0.13232,0.0161492,-0.0376723,0,0,3.6225,0.2625,-0.4725,-0.005978,-0.420656,-0.928664,-0.0567,0.24822,0.33852
-16.2685,0,0,21.2685,21.2685,5,5,27.1142,9.5814,-13.5679,-0.133725,0.0159135,-0.0366832,0,0,3.5175,0.245,-0.3325,-0.007442,-0.4209,-0.927688,-0.0567,0.24822,0.33852
-16.2682,0,0,21.2682,21.2682,5,5,27.1137,9.58343,-13.5627,-0.130116,0.0154138,-0.0386513,0,0,3.4825,0.3325,-0.3325,-0.003782,-0.421388,-0.92964,-0.0567,0.24822,0.33852
-16.2662,0,0,21.2662,21.2662,5,5,27.1104,9.57861,-13.5548,-0.135864,0.0180564,-0.0416867,0,0,3.5875,0.2625,-0.35,-0.009638,-0.418704,-0.93269,-0.0567,0.24822,0.33852
-16.2668,0,0,21.2668,21.2668,5,5,27.1113,9.57681,-13.5481,-0.132431,0.0139211,-0.0397223,0,0,3.7275,0.035,-0.42,-0.006222,-0.422852,-0.930738,-0.0567,0.24822,0.33852
-16.268,0,0,21.268,21.268,5,5,27.1133,9.57188,-13.5382,-0.135141,0.0163996,-0.0325936,0,0,3.71,0.105,-0.42,-0.009028,-0.420412,-0.923662,-0.0539,0.24542,0.33348
-16.2665,0,0,21.2665,21.2665,5,5,27.1108,9.57249,-13.5317,-0.132114,0.0184371,-0.0381085,0,0,3.745,0.2975,-0.5075,-0.005978,-0.418338,-0.929152,-0.0539,0.24542,0.33348
-16.2658,0,0,21.2658,21.2658,5,5,27.1097,9.57093,-13.5238,-0.133545,0.0189109,-0.0335468,0,0,3.605,0.315,-0.49,-0.007442,-0.41785,-0.924638,-0.0539,0.24542,0.33348
-16.2653,0,0,21.2653,21.2653,5,5,27.1088,9.57221,-13.5171,-0.131137,0.0157205,-0.038953,0,0,3.535,0.385,-0.3675,-0.005002,-0.421022,-0.930006,-0.0539,0.24542,0.33348
-16.266,0,0,21.266,21.266,5,5,27.11,9.57717,-13.5122,-0.127943,0.0146328,-0.0355325,0,0,3.57,0.315,-0.42,-0.001708,-0.42212,-0.92659,-0.0539,0.24542,0.33348
-16.265,0,0,21.265,21.265,5,5,27.1083,9.58248,-13.5083,-0.128034,0.0163102,-0.0387299,0,0,3.5525,0.1575,-0.385,-0.001708,-0.420412,-0.929762,-0.0539,0.24542,0.33348
-16.2624,0,0,21.2624,21.2624,5,5,27.104,9.58739,-13.5048,-0.128847,0.0194116,-0.0388311,0,0,3.5175,0.07,-0.2975,-0.00244,-0.41724,-0.929884,-0.0539,0.24542,0.33348
-16.2624,0,0,21.2624,21.2624,5,5,27.104,9.59274,-13.5006,-0.127482,0.0147648,-0.0370012,0,0,3.3775,0.105,-0.28,-0.000976,-0.421876,-0.928054,-0.0539,0.24542,0.33348
-16.2616,0,0,21.2616,21.2616,5,5,27.1027,9.59194,-13.4997,-0.132813,0.0156007,-0.0405544,0,0,3.5,0.35,-0.28,-0.006344,-0.421022,-0.931592,-0.05404,0.24878,0.3297
-16.2615,0,0,21.2615,21.2615,5,5,27.1025,9.59172,-13.4989,-0.132445,0.015842,-0.0383391,0,0,3.745,0.4375,-0.35,-0.005978,-0.420778,-0.929396,-0.05404,0.24878,0.3297
-16.2609,0,0,21.2609,21.2609,5,5,27.1016,9.59149,-13.4982,-0.132562,0.0166828,-0.0373475,0,0,3.535,0.385,-0.42,-0.0061,-0.419924,-0.92842,-0.05404,0.24878,0.3297
-16.261,0,0,21.261,21.261,5,5,27.1016,9.59355,-13.4983,-0.130533,0.0146046,-0.0388286,0,0,3.5,0.4725,-0.2625,-0.004026,-0.421998,-0.929884,-0.05404,0.24878,0.3297
-16.2615,0,0,21.2615,21.2615,5,5,27.1025,9.59709,-13.4989,-0.129379,0.0157132,-0.03405,0,0,3.5,0.4725,-0.245,-0.002806,-0.4209,-0.925126,-0.05404,0.24878,0.3297
-16.261,0,0,21.261,21.261,5,5,27.1017,9.59886,-13.4994,-0.130745,0.0156974,-0.0381051,0,0,3.36,0.28,-0.2975,-0.004148,-0.4209,-0.929152,-0.05404,0.24878,0.3297
-16.2603,0,0,21.2603,21.2603,5,5,27.1005,9.6021,-13.5007,-0.129708,0.0153089,-0.0397026,0,0,3.4475,0.2625,-0.3675,-0.00305,-0.421266,-0.930738,-0.05404,0.24878,0.3297
-16.2598,0,0,21.2598,21.2598,5,5,27.0996,9.60533,-13.5022,-0.129763,0.015291,-0.039704,0,0,3.605,0.245,-0.4725,-0.00305,-0.421266,-0.930738,-0.05404,0.24878,0.3297
-16.2586,0,0,21.2586,21.2586,5,5,27.0977,9.60777,-13.4926,-0.13017,0.0153811,-0.0425234,0,0,3.605,0.385,-0.5775,-0.003416,-0.421144,-0.933544,-0.05642,0.24304,0.3318
-16.2575,0,0,21.2575,21.2575,5,5,27.0959,9.61015,-13.4827,-0.130211,0.0153495,-0.0425151,0,0,3.57,0.4725,-0.385,-0.003416,-0.421144,-0.933544,-0.05642,0.24304,0.3318
-16.2586,0,0,21.2586,21.2586,5,5,27.0977,9.61172,-13.4721,-0.129995,0.0148877,-0.0339275,0,0,3.4825,0.28,-0.385,-0.003172,-0.421632,-0.925004,-0.05642,0.24304,0.3318
-16.2598,0,0,21.2598,21.2598,5,5,27.0996,9.61315,-13.4613,-0.13002,0.0149144,-0.0339458,0,0,3.465,0.2975,-0.21,-0.003172,-0.421632,-0.925004,-0.05642,0.24304,0.3318
-16.2592,0,0,21.2592,21.2592,5,5,27.0987,9.6153,-13.4515,-0.129814,0.0142872,-0.041936,0,0,3.4825,0.2625,-0.245,-0.002928,-0.422242,-0.932934,-0.05642,0.24304,0.3318
-16.2599,0,0,21.2599,21.2599,5,5,27.0999,9.61676,-13.4414,-0.12996,0.014059,-0.037154,0,0,3.4475,0.1575,-0.385,-0.00305,-0.422486,-0.928176,-0.05642,0.24304,0.3318
-16.2608,0,0,21.2608,21.2608,5,5,27.1013,9.61576,-13.4303,-0.131765,0.0144477,-0.0365474,0,0,3.5,0.105,-0.385,-0.00488,-0.42212,-0.927566,-0.05642,0.24304,0.3318
-16.261,0,0,21.261,21.261,5,5,27.1017,9.61847,-13.421,-0.129261,0.0143292,-0.0385253,0,0,3.5525,0.2275,-0.385,-0.002318,-0.422242,-0.929518,-0.05642,0.24304,0.3318
-16.2617,0,0,21.2617,21.2617,5,5,27.1029,9.61895,-13.4104,-0.131091,0.014468,-0.037306,0,0,3.5875,0.4025,-0.42,-0.004148,-0.42212,-0.928298,-0.05642,0.24304,0.3318
-16.2626,0,0,21.2626,21.2626,5,5,27.1043,9.61699,-13.4104,-0.13288,0.0141267,-0.0371895,0,0,3.605,-0.035,-0.42,-0.005978,-0.422486,-0.928176,-0.05348,0.24752,0.32354
-16.2638,0,0,21.2638,21.2638,5,5,27.1064,9.61466,-13.41,-0.133083,0.0146494,-0.0346174,0,0,3.57,-0.0525,-0.42,-0.006222,-0.421998,-0.925614,-0.05348,0.24752,0.32354
-16.2637,0,0,21.2637,21.2637,5,5,27.1062,9.61693,-13.412,-0.130085,0.0148879,-0.0376956,0,0,3.3425,0.105,-0.3675,-0.003172,-0.421754,-0.928664,-0.05348,0.24752,0.32354
-16.2643,0,0,21.2643,21.2643,5,5,27.1071,9.61592,-13.4117,-0.132497,0.014537,-0.0365936,0,0,3.3425,0.2625,-0.2625,-0.005612,-0.42212,-0.927566,-0.05348,0.24752,0.32354
-16.2649,0,0,21.2649,21.2649,5,5,27.1082,9.61802,-13.413,-0.130225,0.0141849,-0.0367308,0,0,3.465,0.2975,-0.35,-0.003294,-0.422486,-0.927688,-0.05348,0.24752,0.32354
-16.2658,0,0,21.2658,21.2658,5,5,27.1097,9.62082,-13.4146,-0.129787,0.0145707,-0.0345369,0,0,3.395,0.385,-0.4025,-0.002806,-0.42212,-0.925492,-0.05348,0.24752,0.32354
-16.2671,0,0,21.2671,21.2671,5,5,27.1118,9.62007,-13.4145,-0.132082,0.0131385,-0.0368875,0,0,3.43,0.2275,-0.42,-0.005124,-0.423584,-0.92781,-0.05348,0.24752,0.32354
-16.2682,0,0,21.2682,21.2682,5,5,27.1136,9.62258,-13.4159,-0.129696,0.0127964,-0.0378917,0,0,3.465,0.28,-0.3675,-0.002684,-0.42395,-0.928786,-0.05348,0.24752,0.32354
-16.2686,0,0,21.2686,21.2686,5,5,27.1144,9.62307,-13.4119,-0.131769,0.0143943,-0.0371609,0,0,3.36,0.3675,-0.2975,-0.004758,-0.422364,-0.928054,-0.0525,0.2471,0.33698
-16.2679,0,0,21.2679,21.2679,5,5,27.1132,9.62797,-13.4106,-0.128817,0.0160802,-0.0370418,0,0,3.325,0.3325,-0.2975,-0.001708,-0.420656,-0.927932,-0.0525,0.2471,0.33698
-16.2682,0,0,21.2682,21.2682,5,5,27.1137,9.62883,-13.407,-0.131504,0.0143759,-0.0374162,0,0,3.2725,0.35,-0.315,-0.004392,-0.422364,-0.928298,-0.0525,0.2471,0.33698
-16.2698,0,0,21.2698,21.2698,5,5,27.1164,9.62712,-13.4018,-0.132933,0.0128323,-0.0358348,0,0,3.3425,0.2975,-0.315,-0.005856,-0.42395,-0.926712,-0.0525,0.2471,0.33698
-16.2708,0,0,21.2708,21.2708,5,5,27.1179,9.6292,-13.3984,-0.130417,0.0133421,-0.0368362,0,0,3.325,0.4375,-0.2625,-0.003294,-0.423462,-0.927688,-0.0525,0.2471,0.33698
-16.2728,0,0,21.2728,21.2728,5,5,27.1213,9.63012,-13.3943,-0.13104,0.0126589,-0.0348974,0,0,3.4825,0.42,-0.3325,-0.003904,-0.424194,-0.925736,-0.0525,0.2471,0.33698
-16.2738,0,0,21.2738,21.2738,5,5,27.123,9.63193,-13.3914,-0.130343,0.0131711,-0.0372515,0,0,3.4475,0.1575,-0.35,-0.003172,-0.423706,-0.928054,-0.0525,0.2471,0.33698
-16.275,0,0,21.275,21.275,5,5,27.1251,9.63356,-13.3888,-0.130249,0.0132012,-0.0356739,0,0,3.36,-0.035,-0.49,-0.00305,-0.423706,-0.926468,-0.0525,0.2471,0.33698
-16.2776,0,0,21.2776,21.2776,5,5,27.1294,9.6332,-13.3847,-0.131215,0.013023,-0.0331247,0,0,3.675,0.2975,-0.42,-0.004026,-0.42395,-0.923906,-0.05684,0.24766,0.33138
-16.2776,0,0,21.2776,21.2776,5,5,27.1293,9.63596,-13.3829,-0.129805,0.015095,-0.0392791,0,0,3.7975,0.3675,-0.4025,-0.002562,-0.421876,-0.930006,-0.05684,0.24766,0.33138
-16.2778,0,0,21.2778,21.2778,5,5,27.1297,9.63541,-13.3794,-0.132346,0.0155896,-0.037682,0,0,3.7275,0.4025,-0.4725,-0.005124,-0.421388,-0.92842,-0.05684,0.24766,0.33138
-16.2799,0,0,21.2799,21.2799,5,5,27.1332,9.63563,-13.3756,-0.130771,0.0111244,-0.0379561,0,0,3.465,0.3675,-0.42,-0.003538,-0.425902,-0.928664,-0.05684,0.24766,0.33138
-16.2818,0,0,21.2818,21.2818,5,5,27.1363,9.63245,-13.3701,-0.13351,0.0125195,-0.0374803,0,0,3.6225,0.3675,-0.35,-0.006344,-0.42456,-0.928176,-0.05684,0.24766,0.33138
-16.2835,0,0,21.2835,21.2835,5,5,27.1392,9.6339,-13.3673,-0.130012,0.0129282,-0.037015,0,0,3.8325,0.245,-0.35,-0.002806,-0.424194,-0.927688,-0.05684,0.24766,0.33138
-16.2858,0,0,21.2858,21.2858,5,5,27.143,9.63809,-13.3656,-0.128019,0.0137143,-0.0329988,0,0,3.9375,0.3325,-0.35,-0.000732,-0.423462,-0.923662,-0.05684,0.24766,0.33138
-16.2868,0,0,21.2868,21.2868,5,5,27.1446,9.63678,-13.3614,-0.132491,0.0136182,-0.0391553,0,0,3.7625,0.4025,-0.3325,-0.005246,-0.423584,-0.929762,-0.05684,0.24766,0.33138
-16.2865,0,0,21.2865,21.2865,5,5,27.1441,9.63413,-13.3569,-0.134025,0.0158119,-0.0397589,0,0,3.71,0.4025,-0.385,-0.006832,-0.421388,-0.930372,-0.05684,0.24766,0.33138
-16.2876,0,0,21.2876,21.2876,5,5,27.146,9.63112,-13.3543,-0.133487,0.0134022,-0.0382905,0,0,3.535,0.42,-0.4025,-0.006344,-0.423828,-0.928908,-0.0595,0.25074,0.33418
-16.2876,0,0,21.2876,21.2876,5,5,27.1459,9.63376,-13.3547,-0.129645,0.0148639,-0.0385431,0,0,3.4825,0.455,-0.315,-0.00244,-0.422364,-0.929152,-0.0595,0.25074,0.33418
-16.2883,0,0,21.2883,21.2883,5,5,27.1472,9.63816,-13.3559,-0.128142,0.015121,-0.0353675,0,0,3.6575,0.4025,-0.2975,-0.000854,-0.42212,-0.92598,-0.0595,0.25074,0.33418
-16.2897,0,0,21.2897,21.2897,5,5,27.1494,9.64028,-13.356,-0.129757,0.0142981,-0.0361285,0,0,3.92,0.4025,-0.4025,-0.00244,-0.422974,-0.926712,-0.0595,0.25074,0.33418
-16.2915,0,0,21.2915,21.2915,5,5,27.1524,9.63616,-13.3532,-0.134182,0.0143492,-0.0354035,0,0,3.92,0.2275,-0.525,-0.006954,-0.422974,-0.92598,-0.0595,0.25074,0.33418
-16.2915,0,0,21.2915,21.2915,5,5,27.1526,9.63688,-13.3531,-0.130914,0.0153273,-0.0390949,0,0,3.85,0.1925,-0.3325,-0.00366,-0.421998,-0.92964,-0.0595,0.25074,0.33418
-16.2917,0,0,21.2917,21.2917,5,5,27.1529,9.63481,-13.3513,-0.132944,0.0147248,-0.0399529,0,0,3.7275,0.28,-0.245,-0.005734,-0.422608,-0.930494,-0.0595,0.25074,0.33418
-16.2921,0,0,21.2921,21.2921,5,5,27.1535,9.63661,-13.3514,-0.13018,0.0153425,-0.0372576,0,0,3.745,0.3325,-0.3325,-0.002928,-0.421998,-0.92781,-0.0595,0.25074,0.33418
-16.2921,0,0,21.2921,21.2921,5,5,27.1535,9.63708,-13.3525,-0.131646,0.0153413,-0.0379962,0,0,3.535,0.3325,-0.4025,-0.004392,-0.421998,-0.928542,-0.05726,0.25172,0.33768
-16.2929,0,0,21.2929,21.2929,5,5,27.1549,9.63647,-13.3531,-0.131879,0.0140203,-0.0370221,0,0,3.465,0.1575,-0.3675,-0.004636,-0.42334,-0.927566,-0.05726,0.25172,0.33768
-16.2921,0,0,21.2921,21.2921,5,5,27.1534,9.63535,-13.3539,-0.132953,0.0170528,-0.0382373,0,0,3.57,0.1225,-0.3675,-0.005734,-0.42029,-0.928786,-0.05726,0.25172,0.33768
-16.293,0,0,21.293,21.293,5,5,27.155,9.6356,-13.355,-0.131378,0.0157325,-0.0337008,0,0,3.64,0.105,-0.4025,-0.004148,-0.421632,-0.924272,-0.05726,0.25172,0.33768
-16.2924,0,0,21.2924,21.2924,5,5,27.154,9.63694,-13.3572,-0.131158,0.0173036,-0.0365246,0,0,3.71,0.0875,-0.5425,-0.003904,-0.420046,-0.927078,-0.05726,0.25172,0.33768
-16.2936,0,0,21.2936,21.2936,5,5,27.156,9.63821,-13.3589,-0.130572,0.0158669,-0.0319945,0,0,3.64,0.0525,-0.525,-0.003294,-0.42151,-0.922564,-0.05726,0.25172,0.33768
-16.2948,0,0,21.2948,21.2948,5,5,27.1581,9.63714,-13.359,-0.132498,0.0137016,-0.0376635,0,0,3.78,0.315,-0.525,-0.005246,-0.423706,-0.928176,-0.05726,0.25172,0.33768
-16.2931,0,0,21.2931,21.2931,5,5,27.1552,9.63413,-13.3589,-0.134875,0.0157379,-0.0459937,0,0,3.78,0.315,-0.455,-0.007686,-0.421632,-0.936472,-0.05726,0.25172,0.33768
-16.2934,0,0,21.2934,21.2934,5,5,27.1557,9.6356,-13.3558,-0.131013,0.0152552,-0.0366574,0,0,3.57,0.28,-0.49,-0.003782,-0.42212,-0.9272,-0.05516,0.24836,0.33936
-16.2931,0,0,21.2931,21.2931,5,5,27.1552,9.63381,-13.3512,-0.133655,0.0158603,-0.0381241,0,0,3.465,0.2975,-0.455,-0.006466,-0.42151,-0.928664,-0.05516,0.24836,0.33936
-16.2932,0,0,21.2932,21.2932,5,5,27.1554,9.63438,-13.3479,-0.131478,0.0150074,-0.0362827,0,0,3.1675,0.1575,-0.49,-0.00427,-0.422364,-0.926834,-0.05516,0.24836,0.33936
-16.2901,0,0,21.2901,21.2901,5,5,27.1501,9.6341,-13.3449,-0.133417,0.0185913,-0.0426341,0,0,3.22,0.2975,-0.455,-0.006222,-0.418704,-0.933178,-0.05516,0.24836,0.33936
-16.2898,0,0,21.2898,21.2898,5,5,27.1497,9.63578,-13.3422,-0.131016,0.0161396,-0.0371022,0,0,3.57,0.2275,-0.42,-0.003782,-0.421144,-0.927688,-0.05516,0.24836,0.33936
-16.2898,0,0,21.2898,21.2898,5,5,27.1497,9.63657,-13.3393,-0.131516,0.0173605,-0.0337851,0,0,3.6575,0.07,-0.3675,-0.00427,-0.419924,-0.924394,-0.05516,0.24836,0.33936
-16.2895,0,0,21.2895,21.2895,5,5,27.1492,9.63595,-13.3355,-0.132599,0.0160094,-0.0384511,0,0,3.64,0.1575,-0.245,-0.005368,-0.421266,-0.92903,-0.05516,0.24836,0.33936
-16.2893,0,0,21.2893,21.2893,5,5,27.1489,9.63754,-13.3328,-0.130925,0.0175904,-0.0332891,0,0,3.4825,0.105,-0.2275,-0.00366,-0.41968,-0.923906,-0.05516,0.24836,0.33936
-16.2892,0,0,21.2892,21.2892,5,5,27.1487,9.63875,-13.3245,-0.131068,0.0157545,-0.0374713,0,0,3.535,0.385,-0.2625,-0.003782,-0.42151,-0.928054,-0.05642,0.245,0.33684
-16.2884,0,0,21.2884,21.2884,5,5,27.1474,9.64209,-13.3176,-0.12991,0.018661,-0.0335353,0,0,3.5,0.3675,-0.3325,-0.002562,-0.418582,-0.92415,-0.05642,0.245,0.33684
-16.2882,0,0,21.2882,21.2882,5,5,27.1469,9.63941,-13.3079,-0.133995,0.0160929,-0.0381968,0,0,3.5525,0.245,-0.4025,-0.00671,-0.421144,-0.928786,-0.05642,0.245,0.33684
-16.2892,0,0,21.2892,21.2892,5,5,27.1487,9.64187,-13.3006,-0.129663,0.0144072,-0.0352664,0,0,3.5875,0.21,-0.4375,-0.002318,-0.422852,-0.925858,-0.05642,0.245,0.33684
-16.2895,0,0,21.2895,21.2895,5,5,27.1492,9.64319,-13.2929,-0.130901,0.0144128,-0.0390851,0,0,3.6575,0.35,-0.455,-0.003538,-0.422852,-0.92964,-0.05642,0.245,0.33684
-16.2909,0,0,21.2909,21.2909,5,5,27.1516,9.64,-13.2824,-0.134005,0.0137206,-0.0366364,0,0,3.605,0.42,-0.42,-0.00671,-0.423584,-0.9272,-0.05642,0.245,0.33684
-16.2923,0,0,21.2923,21.2923,5,5,27.1538,9.63646,-13.2721,-0.133944,0.0137594,-0.0366447,0,0,3.57,0.1575,-0.3675,-0.00671,-0.423584,-0.9272,-0.05642,0.245,0.33684
-16.2903,0,0,21.2903,21.2903,5,5,27.1505,9.63725,-13.2649,-0.131892,0.018471,-0.0392028,0,0,3.5175,0.1925,-0.315,-0.004636,-0.418826,-0.929762,-0.05642,0.245,0.33684
-16.2883,0,0,21.2883,21.2883,5,5,27.1471,9.63808,-13.2579,-0.131906,0.0184181,-0.0391785,0,0,3.4475,0.1925,-0.385,-0.004636,-0.418826,-0.929762,-0.05642,0.245,0.33684
-16.2882,0,0,21.2882,21.2882,5,5,27.147,9.6392,-13.2599,-0.131683,0.0165818,-0.0353685,0,0,3.605,0.07,-0.3325,-0.004392,-0.420656,-0.92598,-0.05278,0.25018,0.33866
-16.2882,0,0,21.2882,21.2882,5,5,27.147,9.64054,-13.2619,-0.131706,0.0165815,-0.0353727,0,0,3.7625,0.1925,-0.4025,-0.004392,-0.420656,-0.92598,-0.05278,0.25018,0.33866
-16.2859,0,0,21.2859,21.2859,5,5,27.1431,9.64455,-13.266,-0.130438,0.0183483,-0.0407623,0,0,3.71,0.1925,-0.385,-0.00305,-0.418826,-0.931348,-0.05278,0.25018,0.33866
